"","words","n","pos","neg"
"1147","younger",6,4,2
"1148","23",5,1,4
"1149","30",5,2,3
"1150","40",5,3,2
"1151","4th",5,4,1
"1152","50",5,1,4
"1153","advanc",5,1,4
"1154","adventur",5,4,1
"1155","alex",5,2,3
"1156","alot",5,2,3
"1157","am",5,3,2
"1158","amazon",5,1,4
"1159","appear",5,3,2
"1160","are",5,3,2
"1161","area",5,4,1
"1162","arm",5,3,2
"1163","asian",5,4,1
"1164","assign",5,1,4
"1165","attack",5,3,2
"1166","banana",5,1,4
"1167","begin",5,4,1
"1168","biggest",5,3,2
"1169","bird",5,3,2
"1170","blood",5,2,3
"1171","boot",5,2,3
"1172","bot",5,4,1
"1173","bother",5,2,3
"1174","bra",5,3,2
"1175","brace",5,0,5
"1176","build",5,4,1
"1177","bus",5,2,3
"1178","camsex",5,0,5
"1179","can",5,3,2
"1180","caught",5,4,1
"1181","charg",5,2,3
"1182","child",5,3,2
"1183","chris",5,0,5
"1184","cinema",5,1,4
"1185","climatechang",5,0,5
"1186","coin",5,5,0
"1187","common",5,1,4
"1188","contest",5,5,0
"1189","continu",5,4,1
"1190","copi",5,4,1
"1191","coz",5,2,3
"1192","custom",5,4,1
"1193","cycl",5,3,2
"1194","d:",5,0,5
"1195","damag",5,0,5
"1196","dat",5,1,4
"1197","dd",5,4,1
"1198","deactiv",5,0,5
"1199","decis",5,3,2
"1200","delet",5,0,5
"1201","delight",5,4,1
"1202","deliv",5,3,2
"1203","deliveri",5,3,2
"1204","delph",5,0,5
"1205","develop",5,2,3
"1206","digit",5,0,5
"1207","doctor",5,3,2
"1208","donat",5,2,3
"1209","doubl",5,2,3
"1210","down",5,5,0
"1211","dri",5,4,1
"1212","duck",5,4,1
"1213","easier",5,2,3
"1214","ed",5,0,5
"1215","effect",5,2,3
"1216","eh",5,2,3
"1217","employ",5,5,0
"1218","england",5,3,2
"1219","especi",5,3,2
"1220","everybodi",5,1,4
"1221","excel",5,5,0
"1222","fam",5,3,2
"1223","famous",5,1,4
"1224","fandom",5,3,2
"1225","fat",5,1,4
"1226","feet",5,3,2
"1227","flip",5,1,4
"1228","flow",5,5,0
"1229","flower",5,4,1
"1230","franc",5,5,0
"1231","freebiefriday",5,4,1
"1232","fresh",5,4,1
"1233","girlfriend",5,3,2
"1234","glass",5,3,2
"1235","goat",5,1,4
"1236","grade",5,4,1
"1237","grandpa",5,4,1
"1238","gtlt",5,3,2
"1239","hahah",5,0,5
"1240","hannib",5,3,2
"1241","headach",5,0,5
"1242","heavi",5,2,3
"1243","hella",5,1,4
"1244","hide",5,2,3
"1245","hill",5,4,1
"1246","hors",5,2,3
"1247","hospit",5,2,3
"1248","hun",5,2,3
"1249","icecream",5,4,1
"1250","idol",5,3,2
"1251","incred",5,5,0
"1252","isnt",5,1,4
"1253","jabongatpumaurbanstamped",5,4,1
"1254","japanes",5,2,3
"1255","jesus",5,4,1
"1256","journey",5,3,2
"1257","joy",5,3,2
"1258","jump",5,2,3
"1259","key",5,2,3
"1260","khan",5,4,1
"1261","kiksex",5,0,5
"1262","kit",5,1,4
"1263","kitchen",5,3,2
"1264","kunoriforceo",5,5,0
"1265","latin",5,5,0
"1266","launch",5,4,1
"1267","lay",5,3,2
"1268","le",5,2,3
"1269","likewis",5,4,1
"1270","lineup",5,5,0
"1271","locat",5,0,5
"1272","lover",5,4,1
"1273","lt",5,3,2
"1274","magic",5,4,1
"1275","mental",5,1,4
"1276","mi",5,3,2
"1277","michael",5,3,2
"1278","mka",5,5,0
"1279","mobil",5,3,2
"1280","mommi",5,1,4
"1281","my",5,1,4
"1282","nail",5,3,2
"1283","nap",5,3,2
"1284","nois",5,2,3
"1285","notanapolog",5,3,2
"1286","note",5,4,1
"1287","nude",5,1,4
"1288","ocean",5,1,4
"1289","oil",5,4,1
"1290","older",5,0,5
"1291","option",5,2,3
"1292","oralsex",5,1,4
"1293","otp",5,1,4
"1294","otwolgrandtrail",5,3,2
"1295","pak",5,1,4
"1296","perhap",5,3,2
"1297","photooftheday",5,3,2
"1298","plant",5,3,2
"1299","pm",5,1,4
"1300","posit",5,3,2
"1301","proper",5,1,4
"1302","propos",5,3,2
"1303","psygustokita",5,4,1
"1304","pure",5,2,3
"1305","pussi",5,3,2
"1306","rather",5,4,1
"1307","recommend",5,3,2
"1308","regular",5,2,3
"1309","remix",5,5,0
"1310","remov",5,3,2
"1311","rli",5,0,5
"1312","rose",5,3,2
"1313","rts",5,5,0
"1314","sandrabland",5,0,5
"1315","scope",5,5,0
"1316","screw",5,1,4
"1317","secur",5,2,3
"1318","selena",5,2,3
"1319","servic",5,5,0
"1320","shower",5,3,2
"1321","situat",5,3,2
"1322","skin",5,5,0
"1323","smh",5,2,3
"1324","smoke",5,3,2
"1325","snap",5,3,2
"1326","snapchatm",5,0,5
"1327","sneak",5,2,3
"1328","sold",5,0,5
"1329","son",5,4,1
"1330","soo",5,2,3
"1331","space",5,1,4
"1332","spain",5,1,4
"1333","sponsor",5,3,2
"1334","stalk",5,2,3
"1335","state",5,2,3
"1336","stock",5,3,2
"1337","studi",5,3,2
"1338","suggest",5,5,0
"1339","sunggyu",5,0,5
"1340","surviv",5,2,3
"1341","sushi",5,2,3
"1342","sweeti",5,3,2
"1343","system",5,2,3
"1344","talent",5,3,2
"1345","the",5,4,1
"1346","theyll",5,5,0
"1347","throat",5,0,5
"1348","throw",5,3,2
"1349","tip",5,4,1
"1350","trade",5,2,3
"1351","tree",5,2,3
"1352","type",5,3,2
"1353","unfair",5,0,5
"1354","unless",5,2,3
"1355","upload",5,3,2
"1356","vega",5,3,2
"1357","vehicl",5,0,5
"1358","vidcon",5,1,4
"1359","wallet",5,2,3
"1360","weight",5,5,0
"1361","whenev",5,2,3
"1362","within",5,4,1
"1363","ye",5,2,3
"1364","yt",5,2,3
"1365",":3",4,3,1
"1366","1st",4,1,3
"1367","300",4,2,2
"1368","45",4,1,3
"1369","5am",4,1,3
"1370","70",4,4,0
"1371","access",4,3,1
"1372","across",4,0,4
"1373","ahead",4,1,3
"1374","ahhh",4,1,3
"1375","alic",4,4,0
"1376","among",4,3,1
"1377","andi",4,3,1
"1378","anniversari",4,3,1
"1379","announc",4,1,3
"1380","anxieti",4,1,3
"1381","artist",4,2,2
"1382","atm",4,4,0
"1383","attent",4,3,1
"1384","aug",4,3,1
"1385","awh",4,2,2
"1386","bad4thwin",4,0,4
"1387","bakit",4,0,4
"1388","band",4,2,2
"1389","beg",4,2,2
"1390","behind",4,2,2
"1391","belat",4,3,1
"1392","belgium",4,0,4
"1393","belieb",4,3,1
"1394","bestoftheday",4,1,3
"1395","beta",4,0,4
"1396","beth",4,2,2
"1397","beyond",4,3,1
"1398","bff",4,2,2
"1399","bite",4,1,3
"1400","blond",4,2,2
"1401","bond",4,4,0
"1402","booti",4,2,2
"1403","boss",4,0,4
"1404","bottl",4,2,2
"1405","bout",4,2,2
"1406","bracelet",4,2,2
"1407","bubbl",4,3,1
"1408","buffer",4,2,2
"1409","bug",4,2,2
"1410","bush",4,2,2
"1411","campaign",4,2,2
"1412","candi",4,2,2
"1413","cast",4,1,3
"1414","chair",4,0,4
"1415","children",4,3,1
"1416","chloe",4,2,2
"1417","claim",4,1,3
"1418","classic",4,3,1
"1419","climb",4,1,3
"1420","coach",4,2,2
"1421","comic",4,1,3
"1422","compar",4,2,2
"1423","complain",4,3,1
"1424","concept",4,0,4
"1425","content",4,3,1
"1426","cos",4,1,3
"1427","cosplay",4,4,0
"1428","countrymus",4,1,3
"1429","crap",4,1,3
"1430","crush",4,3,1
"1431","daili",4,2,2
"1432","dan",4,3,1
"1433","dare",4,3,1
"1434","dave",4,4,0
"1435","decemb",4,2,2
"1436","decent",4,2,2
"1437","def",4,1,3
"1438","depend",4,2,2
"1439","depress",4,0,4
"1440","derek",4,1,3
"1441","despit",4,2,2
"1442","determin",4,2,2
"1443","di",4,2,2
"1444","diari",4,3,1
"1445","did",4,2,2
"1446","ding",4,1,3
"1447","discrimin",4,0,4
"1448","distanc",4,2,2
"1449","dj",4,2,2
"1450","donna",4,3,1
"1451","doubt",4,3,1
"1452","drag",4,0,4
"1453","drain",4,1,3
"1454","driver",4,1,3
"1455","dylan",4,1,3
"1456","egg",4,0,4
"1457","eid",4,1,3
"1458","empti",4,2,2
"1459","encor",4,0,4
"1460","error",4,0,4
"1461","esp",4,0,4
"1462","excus",4,2,2
"1463","exhaust",4,2,2
"1464","extrem",4,2,2
"1465","fabul",4,4,0
"1466","faith",4,3,1
"1467","fellow",4,3,1
"1468","femal",4,2,2
"1469","ffs",4,1,3
"1470","fifth",4,2,2
"1471","fill",4,3,1
"1472","fit",4,2,2
"1473","five",4,2,2
"1474","foot",4,0,4
"1475","forc",4,2,2
"1476","forehead",4,0,4
"1477","fra",4,0,4
"1478","frustrat",4,0,4
"1479","fulfil",4,4,0
"1480","funer",4,0,4
"1481","general",4,2,2
"1482","gf",4,2,2
"1483","gig",4,1,3
"1484","given",4,3,1
"1485","got7",4,0,4
"1486","grabe",4,0,4
"1487","graduat",4,2,2
"1488","greek",4,2,2
"1489","grey",4,1,3
"1490","gross",4,1,3
"1491","grumpi",4,0,4
"1492","gyu",4,0,4
"1493","hahahahaha",4,2,2
"1494","hain",4,2,2
"1495","handsom",4,2,2
"1496","happyfriday",4,4,0
"1497","he",4,4,0
"1498","histori",4,2,2
"1499","hiya",4,3,1
"1500","ho",4,1,3
"1501","import",4,2,2
"1502","imposs",4,0,4
"1503","imran",4,2,2
"1504","includ",4,3,1
"1505","india",4,3,1
"1506","indonesia",4,3,1
"1507","instal",4,2,2
"1508","intern",4,2,2
"1509","internship",4,3,1
"1510","interraci",4,1,3
"1511","ireland",4,2,2
"1512","isco",4,0,4
"1513","jackson",4,0,4
"1514","justinbieb",4,0,4
"1515","ka",4,2,2
"1516","kim",4,4,0
"1517","labour",4,3,1
"1518","leader",4,3,1
"1519","lesson",4,3,1
"1520","level",4,1,3
"1521","like4lik",4,0,4
"1522","lion",4,1,3
"1523","log",4,3,1
"1524","loner",4,3,1
"1525","loos",4,3,1
"1526","lord",4,3,1
"1527","loser",4,3,1
"1528","mampg",4,2,2
"1529","manual",4,2,2
"1530","marathon",4,1,3
"1531","masaantoday",4,4,0
"1532","massiv",4,1,3
"1533","maverickgam",4,0,4
"1534","media",4,3,1
"1535","mega",4,4,0
"1536","mess",4,0,4
"1537","mike",4,3,1
"1538","mile",4,3,1
"1539","mirror",4,3,1
"1540","mo",4,2,2
"1541","mother",4,2,2
"1542","mpoint",4,1,3
"1543","mubank",4,2,2
"1544","myself",4,1,3
"1545","nake",4,1,3
"1546","nation",4,3,1
"1547","nba",4,4,0
"1548","netflix",4,0,4
"1549","network",4,0,4
"1550","niall",4,0,4
"1551","none",4,1,3
"1552","nooo",4,0,4
"1553","noooo",4,0,4
"1554","notif",4,2,2
"1555","odd",4,2,2
"1556","ohhh",4,3,1
"1557","ol",4,2,2
"1558","onc",4,3,1
"1559","onto",4,3,1
"1560","ouch",4,1,3
"1561","own",4,1,3
"1562","packag",4,3,1
"1563","pari",4,2,2
"1564","particular",4,3,1
"1565","patient",4,4,0
"1566","payment",4,1,3
"1567","pc",4,3,1
"1568","peep",4,4,0
"1569","pet",4,2,2
"1570","pin",4,3,1
"1571","piss",4,2,2
"1572","plane",4,2,2
"1573","pleass",4,2,2
"1574","po",4,3,1
"1575","polit",4,2,2
"1576","prayer",4,2,2
"1577","pre",4,2,2
"1578","print",4,4,0
"1579","pro",4,3,1
"1580","process",4,4,0
"1581","program",4,4,0
"1582","public",4,3,1
"1583","purchas",4,2,2
"1584","qualiti",4,3,1
"1585","ran",4,1,3
"1586","random",4,2,2
"1587","rate",4,1,3
"1588","reach",4,1,3
"1589","reader",4,4,0
"1590","realist",4,1,3
"1591","region",4,2,2
"1592","relat",4,2,2
"1593","remind",4,2,2
"1594","repair",4,0,4
"1595","report",4,1,3
"1596","requir",4,2,2
"1597","reserv",4,4,0
"1598","retail",4,4,0
"1599","ring",4,3,1
"1600","road",4,3,1
"1601","rob",4,2,2
"1602","rough",4,3,1
"1603","round",4,2,2
"1604","royal",4,2,2
"1605","ryan",4,3,1
"1606","sandwich",4,0,4
"1607","sarah",4,4,0
"1608","sc",4,1,3
"1609","score",4,1,3
"1610","seat",4,1,3
"1611","sept",4,2,2
"1612","server",4,1,3
"1613","sever",4,3,1
"1614","sexo",4,2,2
"1615","sexual",4,0,4
"1616","shade",4,1,3
"1617","shave",4,1,3
"1618","shine",4,3,1
"1619","shirt",4,1,3
"1620","shock",4,1,3
"1621","shoulda",4,3,1
"1622","sm",4,0,4
"1623","smell",4,2,2
"1624","snake",4,1,3
"1625","snapm",4,1,3
"1626","social",4,3,1
"1627","sock",4,0,4
"1628","sophi",4,0,4
"1629","specialis",4,4,0
"1630","spell",4,4,0
"1631","sport",4,4,0
"1632","spotifi",4,3,1
"1633","stadium",4,0,4
"1634","starbuck",4,1,3
"1635","straight",4,0,4
"1636","strang",4,4,0
"1637","struggl",4,0,4
"1638","stun",4,3,1
"1639","sudden",4,0,4
"1640","survey",4,4,0
"1641","swim",4,3,1
"1642","switch",4,1,3
"1643","taco",4,2,2
"1644","tammirossm",4,0,4
"1645","tast",4,4,0
"1646","tax",4,1,3
"1647","tear",4,1,3
"1648","th",4,0,4
"1649","thermal",4,4,0
"1650","thru",4,2,2
"1651","tim",4,2,2
"1652","tmr",4,1,3
"1653","tough",4,2,2
"1654","tryna",4,1,3
"1655","tummi",4,0,4
"1656","uber",4,2,2
"1657","upvot",4,0,4
"1658","ure",4,2,2
"1659","usa",4,3,1
"1660","user",4,3,1
"1661","vine",4,1,3
"1662","volum",4,3,1
"1663","wasnt",4,1,3
"1664","wat",4,1,3
"1665","whatev",4,4,0
"1666","whatsapp",4,3,1
"1667","whilst",4,1,3
"1668","whoop",4,4,0
"1669","wide",4,2,2
"1670","will",4,3,1
"1671","wine",4,3,1
"1672","wing",4,1,3
"1673","winter",4,1,3
"1674","wolf",4,4,0
"1675","worker",4,1,3
"1676","wot",4,4,0
"1677","xbox",4,2,2
"1678","yah",4,2,2
"1679","yeahh",4,2,2
"1680","yell",4,2,2
"1681","yesss",4,4,0
"1682","yummi",4,3,1
"1683",";-)",3,3,0
"1684",":c",3,1,2
"1685","1111",3,1,2
"1686","11am",3,3,0
"1687","120",3,2,1
"1688","14",3,1,2
"1689","18",3,2,1
"1690","18th",3,1,2
"1691","22",3,2,1
"1692","247",3,1,2
"1693","24th",3,2,1
"1694","25",3,1,2
"1695","2k15",3,3,0
"1696","31",3,1,2
"1697","31st",3,2,1
"1698","333",3,1,2
"1699","34",3,3,0
"1700","35",3,2,1
"1701","3am",3,1,2
"1702","3rd",3,1,2
"1703","50000",3,3,0
"1704","72",3,0,3
"1705","a4",3,3,0
"1706","aa",3,3,0
"1707","ab",3,1,2
"1708","abroad",3,1,2
"1709","accept",3,1,2
"1710","accur",3,1,2
"1711","addict",3,3,0
"1712","addmeonsnapchat",3,1,2
"1713","ador",3,2,1
"1714","affect",3,2,1
"1715","aldub",3,2,1
"1716","alert",3,1,2
"1717","aliv",3,1,2
"1718","allerg",3,0,3
"1719","altern",3,3,0
"1720","although",3,0,3
"1721","american",3,2,1
"1722","and",3,3,0
"1723","anna",3,0,3
"1724","apexi",3,3,0
"1725","apink",3,0,3
"1726","apolog",3,2,1
"1727","approv",3,3,0
"1728","archdbanterburi",3,3,0
"1729","ariana",3,2,1
"1730","asham",3,1,2
"1731","asshol",3,2,1
"1732","attend",3,2,1
"1733","autofollow",3,3,0
"1734","avi",3,1,2
"1735","awhil",3,1,2
"1736","ba",3,1,2
"1737","background",3,2,1
"1738","bajrangibhaijaanhighestweek1",3,3,0
"1739","balanc",3,2,1
"1740","balloon",3,2,1
"1741","base",3,2,1
"1742","basket",3,2,1
"1743","batteri",3,1,2
"1744","bbmme",3,3,0
"1745","beer",3,2,1
"1746","befor",3,2,1
"1747","bellybutton",3,3,0
"1748","bf",3,2,1
"1749","bhai",3,2,1
"1750","bhi",3,2,1
"1751","bigger",3,1,2
"1752","bigjuicyselfi",3,3,0
"1753","bikini",3,3,0
"1754","bleed",3,2,1
"1755","bob",3,3,0
"1756","bonilla",3,3,0
"1757","boo",3,0,3
"1758","boob",3,1,2
"1759","bottom",3,2,1
"1760","brave",3,2,1
"1761","breakdown",3,1,2
"1762","breakup",3,0,3
"1763","bride",3,0,3
"1764","bright",3,1,2
"1765","brooklyn",3,1,2
"1766","browser",3,1,2
"1767","bruh",3,0,3
"1768","bt",3,1,2
"1769","bunch",3,1,2
"1770","burst",3,1,2
"1771","buyer",3,3,0
"1772","california",3,1,2
"1773","career",3,3,0
"1774","carolin",3,2,1
"1775","centr",3,1,2
"1776","charact",3,3,0
"1777","charger",3,2,1
"1778","checkout",3,3,0
"1779","chelsea",3,2,1
"1780","christma",3,1,2
"1781","chronicl",3,3,0
"1782","cilic",3,3,0
"1783","clap",3,3,0
"1784","clash",3,1,2
"1785","client",3,1,2
"1786","clock",3,1,2
"1787","closest",3,1,2
"1788","co",3,0,3
"1789","coat",3,3,0
"1790","codi",3,2,1
"1791","color",3,3,0
"1792","com",3,2,1
"1793","comeback",3,1,2
"1794","competit",3,1,2
"1795","concern",3,1,2
"1796","confer",3,1,2
"1797","confirm",3,3,0
"1798","construct",3,0,3
"1799","control",3,1,2
"1800","convo",3,3,0
"1801","cook",3,1,2
"1802","cope",3,0,3
"1803","corner",3,3,0
"1804","cornetto",3,0,3
"1805","couscous",3,3,0
"1806","crack",3,1,2
"1807","cricket",3,1,2
"1808","crop",3,2,1
"1809","crowd",3,2,1
"1810","crystal",3,3,0
"1811","cutest",3,1,2
"1812","daddi",3,1,2
"1813","dalla",3,0,3
"1814","dang",3,1,2
"1815","danni",3,1,2
"1816","daw",3,1,2
"1817","debut",3,1,2
"1818","defin",3,2,1
"1819","delici",3,3,0
"1820","dia",3,1,2
"1821","dick",3,0,3
"1822","difficult",3,0,3
"1823","discov",3,2,1
"1824","discuss",3,2,1
"1825","dmme",3,1,2
"1826","dnt",3,1,2
"1827","dong",3,0,3
"1828","drew",3,3,0
"1829","drunk",3,1,2
"1830","easili",3,1,2
"1831","educ",3,1,2
"1832","effort",3,1,2
"1833","elbow",3,2,1
"1834","elect",3,1,2
"1835","elli",3,3,0
"1836","em",3,2,1
"1837","encourag",3,3,0
"1838","energi",3,0,3
"1839","eng",3,1,2
"1840","eric",3,2,1
"1841","escap",3,2,1
"1842","etc",3,2,1
"1843","european",3,0,3
"1844","everytim",3,3,0
"1845","exercis",3,1,2
"1846","exist",3,1,2
"1847","fade",3,3,0
"1848","fake",3,1,2
"1849","fallen",3,0,3
"1850","familiar",3,2,1
"1851","fangirl",3,3,0
"1852","farm",3,2,1
"1853","faster",3,2,1
"1854","fave",3,3,0
"1855","fight",3,2,1
"1856","file",3,1,2
"1857","finland",3,1,2
"1858","fk",3,1,2
"1859","flat",3,2,1
"1860","fluffi",3,1,2
"1861","fml",3,0,3
"1862","fnaf",3,2,1
"1863","footi",3,0,3
"1864","for",3,2,1
"1865","forecast",3,2,1
"1866","form",3,3,0
"1867","frank",3,1,2
"1868","ft",3,3,0
"1869","fudg",3,3,0
"1870","fx",3,0,3
"1871","gain",3,3,0
"1872","gd",3,2,1
"1873","germani",3,0,3
"1874","gettin",3,1,2
"1875","gg",3,0,3
"1876","ghost",3,2,1
"1877","giant",3,0,3
"1878","gn",3,2,1
"1879","goodafternoon",3,2,1
"1880","gooday",3,3,0
"1881","goodmus",3,0,3
"1882","gotten",3,2,1
"1883","gran",3,1,2
"1884","gryph",3,3,0
"1885","gtd",3,3,0
"1886","gtdaianerufatolt",3,0,3
"1887","gud",3,3,0
"1888","guid",3,3,0
"1889","guysss",3,3,0
"1890","handl",3,1,2
"1891","har",3,0,3
"1892","hashtag",3,2,1
"1893","hat",3,1,2
"1894","hater",3,3,0
"1895","health",3,2,1
"1896","healthi",3,1,2
"1897","heat",3,2,1
"1898","height",3,1,2
"1899","hernia",3,0,3
"1900","hilari",3,3,0
"1901","hollywood",3,3,0
"1902","homework",3,1,2
"1903","homi",3,3,0
"1904","honey",3,2,1
"1905","housemus",3,3,0
"1906","howev",3,3,0
"1907","hoya",3,0,3
"1908","hulk",3,1,2
"1909","ig",3,3,0
"1910","ikr",3,1,2
"1911","ilysm",3,0,3
"1912","imi",3,0,3
"1913","in",3,2,1
"1914","inc",3,1,2
"1915","indian",3,1,2
"1916","initi",3,2,1
"1917","insecur",3,1,2
"1918","instamood",3,3,0
"1919","insur",3,1,2
"1920","intellig",3,3,0
"1921","interact",3,1,2
"1922","island",3,2,1
"1923","itali",3,2,1
"1924","item",3,2,1
"1925","itun",3,1,2
"1926","ja",3,1,2
"1927","japan",3,1,2
"1928","jay",3,3,0
"1929","jazmin",3,3,0
"1930","jean",3,1,2
"1931","jeep",3,3,0
"1932","joe",3,1,2
"1933","jojo",3,2,1
"1934","kak",3,2,1
"1935","kanina",3,1,2
"1936","kath",3,3,0
"1937","kati",3,1,2
"1938","ke",3,1,2
"1939","kfc",3,2,1
"1940","ki",3,1,2
"1941","kian",3,0,3
"1942","kick",3,0,3
"1943","kikkomansabor",3,2,1
"1944","killer",3,1,2
"1945","king",3,3,0
"1946","kms",3,1,2
"1947","korea",3,2,1
"1948","korean",3,2,1
"1949","kpop",3,1,2
"1950","kurta",3,3,0
"1951","kyli",3,0,3
"1952","lah",3,1,2
"1953","laid",3,2,1
"1954","lang",3,0,3
"1955","larg",3,3,0
"1956","larri",3,3,0
"1957","las",3,2,1
"1958","laughter",3,2,1
"1959","layout",3,2,1
"1960","lazi",3,1,2
"1961","lesbian",3,1,2
"1962","letter",3,2,1
"1963","lgbt",3,2,1
"1964","librari",3,3,0
"1965","likeforfollow",3,0,3
"1966","lip",3,1,2
"1967","lit",3,1,2
"1968","louisiana",3,0,3
"1969","mail",3,3,0
"1970","major",3,1,2
"1971","mana",3,1,2
"1972","manila",3,0,3
"1973","mark",3,1,2
"1974","marri",3,2,1
"1975","marvel",3,2,1
"1976","mass",3,1,2
"1977","matur",3,3,0
"1978","max",3,1,2
"1979","medicin",3,0,3
"1980","meh",3,0,3
"1981","merch",3,0,3
"1982","mere",3,1,2
"1983","mexico",3,2,1
"1984","milk",3,1,2
"1985","momma",3,2,1
"1986","most",3,3,0
"1987","mug",3,0,3
"1988","mutual",3,1,2
"1989","mypark",3,3,0
"1990","nah",3,0,3
"1991","naw",3,0,3
"1992","ne",3,0,3
"1993","negoti",3,0,3
"1994","neil",3,2,1
"1995","nein",3,0,3
"1996","net",3,1,2
"1997","newmus",3,1,2
"1998","ng",3,2,1
"1999","nhs",3,1,2
"2000","noo",3,0,3
"2001","noon",3,0,3
"2002","nowher",3,1,2
"2003","obsess",3,2,1
"2004","obvious",3,1,2
"2005","oct",3,1,2
"2006","often",3,2,1
"2007","op",3,2,1
"2008","organ",3,1,2
"2009","orgasm",3,1,2
"2010","ourdaughtersourprid",3,3,0
"2011","overwhelm",3,2,1
"2012","owner",3,2,1
"2013","pad",3,2,1
"2014","pamper",3,2,1
"2015","paul",3,2,1
"2016","pbb737gold",3,3,0
"2017","pe",3,0,3
"2018","peanut",3,0,3
"2019","peel",3,2,1
"2020","pero",3,0,3
"2021","photoset",3,3,0
"2022","picnic",3,2,1
"2023","piec",3,0,3
"2024","pig",3,1,2
"2025","pink",3,2,1
"2026","piti",3,2,1
"2027","poison",3,0,3
"2028","practic",3,2,1
"2029","precious",3,0,3
"2030","prefer",3,1,2
"2031","premiostumundo",3,2,1
"2032","preorder",3,3,0
"2033","prepar",3,1,2
"2034","printer",3,2,1
"2035","privat",3,1,2
"2036","prize",3,1,2
"2037","profil",3,2,1
"2038","promo",3,2,1
"2039","prove",3,3,0
"2040","ps4",3,0,3
"2041","puke",3,1,2
"2042","pump",3,2,1
"2043","push",3,1,2
"2044","raini",3,1,2
"2045","rais",3,2,1
"2046","rank",3,2,1
"2047","ray",3,2,1
"2048","repack",3,0,3
"2049","repres",3,2,1
"2050","respect",3,1,2
"2051","restrict",3,1,2
"2052","rettweet",3,3,0
"2053","rib",3,2,1
"2054","rid",3,0,3
"2055","rise",3,2,1
"2056","robert",3,1,2
"2057","rofl",3,3,0
"2058","roof",3,1,2
"2059","rotat",3,3,0
"2060","rted",3,1,2
"2061","rubber",3,3,0
"2062","rule",3,2,1
"2063","rumor",3,0,3
"2064","rush",3,1,2
"2065","sabadodeganarseguidor",3,1,2
"2066","salut",3,3,0
"2067","san",3,1,2
"2068","sat",3,0,3
"2069","scotland",3,2,1
"2070","scream",3,2,1
"2071","se",3,2,1
"2072","sea",3,2,1
"2073","search",3,0,3
"2074","section",3,2,1
"2075","seed",3,3,0
"2076","senior",3,1,2
"2077","sexygirlbypreciouslemmi",3,0,3
"2078","sexysasunday",3,1,2
"2079","shake",3,2,1
"2080","shed",3,0,3
"2081","shoulder",3,1,2
"2082","shuffl",3,0,3
"2083","signal",3,0,3
"2084","silli",3,1,2
"2085","similar",3,0,3
"2086","simpli",3,3,0
"2087","singapor",3,0,3
"2088","sj",3,0,3
"2089","skill",3,3,0
"2090","skinni",3,0,3
"2091","sleepi",3,0,3
"2092","slice",3,2,1
"2093","slight",3,1,2
"2094","sms",3,1,2
"2095","soap",3,3,0
"2096","sob",3,0,3
"2097","someday",3,2,1
"2098","soooo",3,1,2
"2099","soup",3,2,1
"2100","spanish",3,2,1
"2101","spirit",3,1,2
"2102","stab",3,0,3
"2103","starsquad",3,3,0
"2104","steam",3,1,2
"2105","stick",3,2,1
"2106","street",3,1,2
"2107","strength",3,2,1
"2108","sub",3,2,1
"2109","suffer",3,3,0
"2110","sum",3,1,2
"2111","surgeri",3,0,3
"2112","surreal",3,3,0
"2113","suspect",3,3,0
"2114","tak",3,1,2
"2115","tan",3,0,3
"2116","target",3,2,1
"2117","task",3,2,1
"2118","tattoo",3,3,0
"2119","taylor",3,1,2
